% function evaluation | noise-free fitness - Fopt (-6,211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2,813142078e+09 +2,813142078e+09 +2,813141457e+09 +2,813141457e+09 +2,3088e+00 -8,9919e-01 -2,9229e+00 -1,6728e+00 +4,6776e+00 -4,9388e+00 +4,6370e+00 +4,3987e+00 +4,4719e+00 +4,3708e+00
2 +2,242492861e+08 +2,242492861e+08 +2,242486650e+08 +2,242486650e+08 -1,0283e+00 -1,5248e+00 -2,0594e+00 +6,4836e-02 -3,8403e+00 +2,7054e+00 +1,5989e+00 -3,4325e+00 -1,2180e+00 -3,6024e+00
3 +1,533012669e+08 +1,533012669e+08 +1,533006458e+08 +1,533006458e+08 +1,9495e+00 +3,0523e+00 -4,9497e+00 +2,3135e-01 +2,4398e+00 -3,5798e+00 -1,8272e-01 +4,4555e-01 +7,7100e-01 -2,9509e+00
14 +6,223945233e+07 +6,223945233e+07 +6,223883122e+07 +6,223883122e+07 -1,6228e+00 +1,0734e+00 -1,8458e+00 -4,7553e+00 -4,8991e-01 -1,3087e+00 -3,6162e-01 -3,2276e+00 +1,7612e+00 +2,1557e+00
17 +2,762326983e+07 +2,762326983e+07 +2,762264872e+07 +2,762264872e+07 -1,8337e+00 +1,6707e+00 -7,3557e-01 -9,9443e-01 +2,4376e+00 -1,3469e+00 +2,6375e+00 -1,7733e+00 +1,2719e-01 -2,1324e-01
564 +2,234982828e+07 +2,234982828e+07 +2,234920717e+07 +2,234920717e+07 -1,7788e+00 +1,9564e+00 -7,3963e-01 -4,9013e+00 +1,2036e+00 -1,3974e+00 +2,5814e+00 -1,9057e+00 +7,8362e-02 -1,7830e+00
913 +1,323976157e+07 +1,323976157e+07 +1,323914046e+07 +1,323914046e+07 -1,5578e+00 +2,1127e+00 -6,8359e-01 -1,5601e+00 +2,5199e+00 -1,5539e+00 +2,6052e+00 -1,7076e+00 +2,4343e+00 -2,9630e-01
946 +8,096943675e+06 +8,096943675e+06 +8,096322565e+06 +8,096322565e+06 -1,2022e+00 +2,3397e+00 +1,9784e+00 -4,6797e+00 -3,1538e+00 -2,4295e+00 +2,1618e+00 +9,7499e-02 +1,3111e+00 +1,4023e+00
1863 +6,292454919e+06 +6,292454919e+06 +6,291833809e+06 +6,291833809e+06 -1,5589e+00 +4,9916e+00 -6,6968e-01 -1,4973e+00 +1,0099e+00 -1,7180e+00 +1,2627e+00 -1,3385e+00 +1,8917e+00 -1,2808e+00
2515 +3,557431447e+06 +3,557431447e+06 +3,556810337e+06 +3,556810337e+06 -6,7607e-01 +4,6473e+00 -7,4782e-01 -2,4761e+00 +1,2629e+00 -1,5522e+00 +8,6390e-01 -1,4365e+00 +1,9095e+00 -1,8001e+00
2717 +2,348741996e+06 +2,348741996e+06 +2,348120886e+06 +2,348120886e+06 -1,4087e+00 +3,3922e+00 -9,0978e-01 -2,5749e+00 +1,6076e+00 -1,3288e+00 +3,6281e-01 -7,6155e-01 +1,7125e+00 +5,0558e-01
3006 +1,023072660e+06 +1,023072660e+06 +1,022451550e+06 +1,022451550e+06 -1,5485e+00 +4,4049e+00 -6,4514e-01 -2,6696e+00 +1,0069e+00 -1,9321e+00 +1,2546e+00 -7,2669e-01 +1,8115e+00 -2,3077e-01
3588 +9,189299913e+05 +9,189299913e+05 +9,183088813e+05 +9,183088813e+05 -1,6644e+00 +3,7243e+00 -8,0120e-01 -2,6132e+00 +8,7821e-01 -1,9377e+00 +9,1238e-01 -7,4905e-01 +1,9125e+00 -3,5740e-01
3735 +5,762672436e+05 +5,762672436e+05 +5,756461336e+05 +5,756461336e+05 -1,6210e+00 +3,9690e+00 -7,6585e-01 -2,7823e+00 +1,9548e+00 -1,3433e+00 +6,6116e-01 -1,1646e+00 +2,4971e+00 -6,6979e-01
4198 +3,690548354e+05 +3,690548354e+05 +3,684337254e+05 +3,684337254e+05 -9,9911e-01 +3,6954e+00 -8,9402e-01 -3,2759e+00 +9,2580e-01 -1,4673e+00 +1,3961e+00 -6,2519e-01 +1,6406e+00 -2,2637e-01
4902 +2,025616448e+05 +2,025616448e+05 +2,019405348e+05 +2,019405348e+05 -1,3520e+00 +3,9869e+00 -3,5790e-01 -3,4530e+00 +9,3871e-01 -1,6684e+00 +9,8984e-01 -1,0265e+00 +1,5523e+00 -4,1336e-01
5055 +1,538593406e+05 +1,538593406e+05 +1,532382306e+05 +1,532382306e+05 -1,0724e+00 +4,0248e+00 -8,2291e-01 -3,4993e+00 +7,8940e-01 -1,8552e+00 +1,0681e+00 -8,7666e-01 +1,5087e+00 -3,4665e-01
5389 +9,898405416e+04 +9,898405416e+04 +9,836294416e+04 +9,836294416e+04 -1,1483e+00 +3,9983e+00 -6,2787e-01 -3,2610e+00 +9,9606e-01 -1,7093e+00 +8,4625e-01 -6,8437e-01 +1,7737e+00 -5,1309e-01
6100 +5,849577891e+04 +5,849577891e+04 +5,787466891e+04 +5,787466891e+04 -1,4600e+00 +4,0138e+00 -1,0363e+00 -3,2209e+00 +1,2888e+00 -1,3956e+00 +1,0086e+00 -9,6242e-01 +1,9114e+00 -4,6430e-01
7219 +2,813898333e+04 +2,813898333e+04 +2,751787333e+04 +2,751787333e+04 -1,3425e+00 +4,0747e+00 -7,9769e-01 -3,2318e+00 +1,0053e+00 -1,4572e+00 +1,0683e+00 -8,2789e-01 +1,7660e+00 -4,2787e-01
