% function evaluation | noise-free fitness - Fopt (6,870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1,653851748e+01 +1,653851748e+01 +2,340851748e+01 +2,340851748e+01 +3,4088e+00 +1,0286e+00 -4,3531e+00 +2,6070e+00 -4,6522e+00 -2,2728e+00 +1,8037e+00 +8,6640e-01 -1,2976e+00 +3,6839e+00
5 +7,267072294e+00 +7,267072294e+00 +1,413707229e+01 +1,413707229e+01 +3,5962e+00 +3,4735e+00 -2,9237e+00 -1,5395e+00 -4,7973e+00 +3,3987e+00 -3,7940e+00 +4,3871e+00 -4,5468e+00 -3,9837e+00
37 +4,798790527e+00 +4,798790527e+00 +1,166879053e+01 +1,166879053e+01 -3,9273e+00 -4,6695e+00 -1,9023e+00 -3,0343e+00 -4,4397e+00 +1,8416e+00 +1,1072e+00 +4,5483e+00 +8,6725e-02 +7,9282e-01
85 +2,346007648e+00 +2,346007648e+00 +9,216007648e+00 +9,216007648e+00 +4,5709e+00 +1,7032e-01 +3,5859e+00 +2,5142e+00 +3,3199e+00 +4,8991e+00 -3,2952e+00 -2,7905e+00 -1,6325e+00 -3,7205e+00
15596 +1,358623736e+00 +1,358623736e+00 +8,228623736e+00 +8,228623736e+00 +1,4517e+00 +3,3312e+00 +3,5423e+00 +4,5204e+00 +4,2758e+00 -3,5197e+00 -3,8458e+00 +1,8908e+00 -3,3538e-01 -2,7015e+00
23828 +8,603904675e-01 +8,603904675e-01 +7,730390468e+00 +7,730390468e+00 +1,4372e+00 +3,3431e+00 +3,5732e+00 +2,4202e+00 +3,7313e+00 -3,5192e+00 -4,5300e+00 +9,8099e-01 -4,5719e+00 -3,3841e-01
24149 +5,247693526e-01 +5,247693526e-01 +7,394769353e+00 +7,394769353e+00 +1,4098e+00 +3,3436e+00 +3,5706e+00 +2,4226e+00 +3,7424e+00 -3,5150e+00 -4,5296e+00 +9,7754e-01 -4,5760e+00 -3,5253e-01
25579 +3,356401854e-01 +3,356401854e-01 +7,205640185e+00 +7,205640185e+00 +1,4353e+00 +3,3443e+00 +3,5764e+00 +2,4185e+00 +3,7229e+00 -3,5107e+00 -4,5322e+00 +9,8423e-01 -4,5743e+00 -3,3861e-01
32916 +2,354668493e-01 +2,354668493e-01 +7,105466849e+00 +7,105466849e+00 +1,4296e+00 +3,3457e+00 +3,5792e+00 +2,4180e+00 +3,7148e+00 -3,5218e+00 -4,5353e+00 +9,7831e-01 -4,5737e+00 -3,4095e-01
98586 +1,525737884e-01 +1,525737884e-01 +7,022573788e+00 +7,022573788e+00 +1,4336e+00 +3,3444e+00 +3,5793e+00 +2,4161e+00 +3,7064e+00 -3,5268e+00 -4,5352e+00 +9,7117e-01 -4,5732e+00 -3,3739e-01
